|0000|009|0|01122015|31122015|JOSE LUIS RISCO BERT-EIRELI|08760491000180||AL|241070686|2704302|900765534||A|1|
|0001|0|
|0005|WANCHAKO RESTAURANTE|57035680|Rua SAO FRANCISCO DE ASSIS|93||JATIUCA|8233776024||wanchako@wanchako.com.br|
|0100|SUELY PEREIRA DA SILVA|59421096487|AL007838O5||57035680|RUA SAO FRANCISCO DE ASSIS|93||JATIUCA|||diferencialcontabil@hotmail.com|2704302|
|0150|CLI000000171|SUCDEN DO BRASIL LTDA|01058|00308337000160||114335065110|3550308||AV. PRESIDENTE JUSCELINO KUBITSCHECK,  1|S/N||ATAIM BIBI|
|0150|CLI000000208|PAULO HENRIQUE RAMOS PIMENTEL SANTOS|01058||00746486405||2704302||RUA DEP. JOSE LAGES,  246|S/N||PONTA VERDE|
|0150|CLI000000235|MACEIO PILOTS - EMPRESA DE PRATICAGEM DO|01058|02277878000102|||2704302||AV. DA PAZ,  1388|S/N||CENTRO|
|0150|CLI000000351|RODRIGO DA CRUZ GOUVEIA DE ALMEIDA|01058||81901348415||2611606||RUA NETO DE MENDONÇA,  165/1201|S/N||TAMARINEIRA|
|0150|CLI000000352|MARCO ANTONIO CIONE|01058||16718827843||3556701||AV. MANGA LARGA,  234|S/N||VINHEDO|
|0150|CLI000000353|RODRIGO DE ARAUJO FREITAS RESENDE|01058||03364299676||5300108||SCN Q 04 BLOCO B,  204/02|S/N||ASA NORTE|
|0150|CLI000000354|BRADESCO AUTO/RE COMPANHIA DE SEGUROS|01058|92682038018904|||2704302||RUA DO IMPERADOR,  272|S/N||CENTRO|
|0150|CLI000000355|PAULA FERNANDA C. ABRÃO|01058||31663274878||3550308||RUA PAIM,  363/1901|S/N||BELA VISTA|
|0150|CLI000000356|ADIR DE ABREU|01058||51677040904||2704302||RUA PROFESSOR NABUCO LOPES,  171/701|S/N||JATIUCA|
|0150|CLI000000357|TADEU ALVES|01058||81760310891||3550308||AV. FARIA LIMA,  1234/13|S/N||PINHEIROS|
|0150|CLI000000358|NILTON JOAO GOMES DE LIMA JUNIOR|01058||46405283453||2611606||RUA TELES JUNIOR,  350/2001|S/N||AFLITOS|
|0150|CLI000000359|JOSE EDILSON FARIAS FILHO|01058||03079364490||2704302||AV. PROF. VITAL BARBOSA,  395|S/N||PONTA VERDE|
|0150|CLI000000360|PORTO MARINHO LTDA|01058|08583489000183|||2611606||RUA DOMINGOS JOSE MARTINS,  75/504|S/N||BAIRRO DE RECIFE|
|0150|CLI000000361|MARIANGELA LANDNER|01058||40904717020||3304557||RUA GUILHERME MARCONI,  80/208|S/N||CENTRO|
|0150|CLI000000362|SANDRA TELMA DE ARAUJO|01058||57892172491||2611606||RUA FRANCISCO DA CUNHA,  1810|S/N||BOA VIAGEM|
|0150|CLI000000363|HELENA SPIELER|01058||29893893852||3550308||RUA DO ROCIO,  291|S/N||VILA OLIMPIA|
|0150|CLI000000364|YURI VIEIRA GANZAGA|01058||05426212406||3529005||AV. SIGISMUNDO NUNES DE OLIVEIRA,  570/2|S/N||JARDIM NAZARÉ|
|0150|CLI000000365|AGENCIA DE FOMENTO DE ALAGOAS|01058|10769660000195|||2704302||RUA DR. ANTONIO CANSANÇÃO,  465|S/N||PONTA VERDE|
|0150|CLI000000366|LEONARDO FIGUEIREDO|01058||81942931468||2704302||RUA PROF. VITAL BARBOSA,  S/N|S/N||PONTA VERDE|
|0150|CLI000000367|JOAO BATISTA NETO|01058||08744211449||2704302||RUA BARÃO JOSE MIGUEL,  151/1301|S/N||FAROL|
|0150|CLI000000368|MARCOS ANTONIO F. CASEIRA|01058||20183747704||2704302||RUA SÃO FRANCISCO DE ASSIS,  363/304|S/N||JATIUCA|
|0150|CLI000000369|EMERSON DE MELO TENÓRIO|01058||00332089487||2704302||AV. COMENDADOR GUSTAVO PAIVA,  2541|S/N||MANGABEIRAS|
|0150|FOR000000036|DAPAL - DIST. ALAGOANA DE PROD. ALIM. LT|01058|11919123000147||240722833|2704302||AVENIDA MUNIZ FALCAO,   181,|S/N||BARRO DURO|
|0150|FOR000000051|Fruts Ind. e Com. De Gel De Al. Ltda - F|01058|08511719000107||240668910|2704302||AV MOREIRA E SILVA,   676,|S/N||FAROL|
|0150|FOR000000054|GOLD CAFES LTDA - ME|01058|08695037000193||248538276|2704302||RUA JORNALISTA AUGUSTO VAZ FILHO,   888,|S/N||PINHEIRO|
|0150|FOR000000071|LEONARDO FALCAO VALENCIA BARROS|01058||00744114462||2704302||RUA HELIO PRADINES|391|APTO 301||
|0150|FOR000000121|VERDES MARES DISTRIBUIDORA LTDA.|01058|02865831000151||240953207|2704302||LOTEAMENTO CASA FORTE QD D,   5423,   QU|S/N||ANTARES|
|0150|FOR000000135|CENCOSUD BRASIL COMERCIAL LTDA L084|01058|39346861008650||241067561|2704302||RUA ENG PAULO BRANDAO NOGUEIRA,   S/N,|S/N||JATIUCA|
|0150|FOR000000137|WAL MART BRASIL LTDA|01058|00063960005160||241056373|2704302||AV COMENDADOR GUSTAVO PAIVA,   2650,   B|S/N||MANGABEIDAS|
|0150|FOR000000138|CIA BRASILEIRA DE DISTRIBUICAO|01058|47508411063743||241051452|2704302||Av. Comemdador Gustavo Paiva 3159,   315|S/N||Cruz das Almas|
|0150|FOR000000143|Nestle Brasil Ltda.|01058|60409075015508||242177034|2704302||R. Prof. Benedito de Moraes,   145,   Ar|S/N||Antares|
|0150|FOR000000144|Especiarya Industria e Comercio Ltda|01058|24322398000140||240948521|2704302||Rua Deputado Jose Lages 700,   0,|S/N||Ponta Verde|
|0150|FOR000000160|COMERCIAL DE BEBIDAS LEVADA LTDA EPP|01058|10932832000108||242183514|2704302||AV DR ANTONIO GOMES DE BARROS,   1460,|S/N||JATIUCA|
|0150|FOR000000161|MARITIMOS PESCADOS LTDA|01058|04666316000178||028567277|2611606||RUA MINISTRO SALGADO FILHO,   476,|S/N||BOA VIAGEM|
|0150|FOR000000164|NACIONAL FRIOS E ALIMENTOS LTDA|01058|00283120000143||240858760|2704302||AV DR JULIO MARQUES LUZ,   1621,|S/N||JATIUCA|
|0150|FOR000000174|COMPANHIA MARANHENSE DE REFRIGERANTES|01058|06272199001599||242745407|2704302||CACHOEIRA DO MEIRIM,,   S/N,|S/N||BENEDITO BENTES|
|0150|FOR000000185|GILDA BARBOSA DE OLIVEIRA|01058|11853366000120||242254403|2704708||RUA MEXILHAO,  12  CASA|S/N||PRAIA DO FRANCES|
|0150|FOR000000192|ELAINE MARIA GOMES XAVIER VASCONCELOS EI|01058|17967374000183||242837050|2704302||RUA ROBERTO SIMONSEN,  412  A|S/N||GRUTA DE LOURDES|
|0150|FOR000000193|COMERCIAL EXTRA LTDA - EPP|01058|08748876000122||242002390|2704302||AV DR JULIO MARQUES LUZ,  1621|S/N||JATIUCA|
|0150|FOR000000194|NOVO MAR COMERCIO DE PESCADOS LTDA - EPP|01058|22239629000121||244226768|2707701||ROD BR 104 KM 92,  04|S/N||PREF. ANTONIO LINS D|
|0150|FOR000000195|CANTU IMPORTADORA DE BEBIDAS LTDA|01058|22149803000307||062787284|2611606||ROD BR-101 SUL KM 70,  550  GALPAO: LA I|S/N||CURADO|
|0150|FOR000000198|CRBS SA - CDD MACEIO|01058|56228356011338||242612334|2704302||Av COMENDADOR GUSTAVO PAIVA,  3230|S/N||Cruz das Almas|
|0190|1|UND|
|0190|13|GF|
|0190|2|UN|
|0190|22|KG|
|0190|25|UNI|
|0190|27|CX|
|0190|28|FD|
|0190|3|Un|
|0190|32|PCT|
|0190|39|CX7L|
|0190|40|CH|
|0190|52|SCO|
|0190|53|un|
|0190|9|LT|
|0200|000000000000411059|MOCA Leite Condensado NPro 6x2,6kg XW|7891000004180||25|09|04029900||04||17,00|
|0220|27|1,000000|
|0200|000000000000414582|NESTLE Choc Po Solu 32% NPro 6(4x500g)XR|7891000458204||25|09|18061000||18||17,00|
|0200|000000000012133006|MOCA Doce de Leite NPro 5x3kg BR|7891000077177||25|09|19019020||19||17,00|
|0200|000000000012133134|NESTLE Creme de Leite UHT NPro 12x1kg BR|7891000121702||25|09|04015021||04||17,00|
|0220|27|1,000000|
|0200|000000000012168360|MAGGI FONDOR Tempero NPro 6x1,1kg BR|7891000085448||27|09|21039029||21||17,00|
|0200|0000000581|SPRITE ZERO/12 350 ML LT|7894900079845||27|00|22021000||22||0,00|
|0200|000004130014|AJINOMOTO MSG REGULAR CRYSTAL EXP 25 KG SCO.C/1X1 SCO 7891132060726|||52|00|29224220||29||17,00|
|0200|0000106578|CERVEJA SKOL|7891149103102||2|09|22030000|00|22||17,00|
|0200|0000106585|CERV STELLA ARTOIS|7891149101917||2|09|22030000|00|22||17,00|
|0200|0000172812|LICOR CREME CASSIS|7891121219005||2|00|22089000|00|22||17,00|
|0200|0000205619|SCHWEPPES CITRUS|7894900320015||2|09|22021000|00|22||17,00|
|0200|0000207029|CERVEJA BUDWEISER|7891991010856||2|00|22030000|00|22||17,00|
|0200|0000210362|ENERGETICO RED BULL|9002490100193||2|09|22029000|00|22||17,00|
|0200|0000215026|ACUCAR UNIAO|17891910020147||2|00|17019900|00|17||17,00|
|0200|0000275642|AZEITE DE OLIVA EV|7891737609009||2|09|15099090|00|15||17,00|
|0200|0000291558|CERVEJA HEINEKEN|7896045501298||2|09|22030000|00|22||17,00|
|0200|0000296302|CERVEJA SCHIN|7896052605279||2|00|22030000|00|22||17,00|
|0200|0000343108|MOLHO TABASCO|0112101156002||2|09|21039021|00|21||17,00|
|0200|0000348334|HAVAIANAS TOP ANIMAL|7891224017256||2|00|64022000|00|64||17,00|
|0200|0000350020|LISTERINE COOL MINT|7891010953553||2|09|33069000|00|00||17,00|
|0200|0000356257|CERVEJA BOHEMIA|7891991006064||2|09|22030000|00|22||17,00|
|0200|0000360367|GUARANA ANTAR ZERO|7891991002288||2|09|22021000|00|22||17,00|
|0200|0000469620|BRILHANTE 3KG|7891150009141||2|09|34022000|00|34||17,00|
|0200|0000580860|WHISKY J WALKER|5000267023625||2|00|22083010|00|22||17,00|
|0200|0000581405|VODKA SMIRNOFF|7893218000473||2|09|22083010|00|00||17,00|
|0200|0000584733|LINGUICA CALABRESA|7893000444232||2|09|16010000|00|16||17,00|
|0200|0000609551|ARROZ BCO TIO JOAO|7893500020110||2|09|10061091|00|10||17,00|
|0200|0000636931|LINGUINE N 14|8005121000146||2|00|19021900|00|19||17,00|
|0200|0000694737|LEITE LEITBOM|7898215155003||2|00|04011010|00|04||17,00|
|0200|0000723450|LIMPOL LIQ 6X500ML|7891022640014||2|09|34022000|00|34||17,00|
|0200|0000791123|MANTEIGA DOURADO|7896085302015||2|09|04051000|00|00||17,00|
|0200|0000797627|AGUA SCHIN S/G|7896052600731||2|00|22011000|00|22||17,00|
|0200|0000810244|LEITE TOTAL|0000081024407||2|09|04011010|00|04||17,00|
|0200|0000811392|ACUCAR CAETE|0000081139200||2|09|17011400|00|17||17,00|
|0200|0000812162|GUARANA ANTARCTICA|7891991000727||2|09|22021000|00|22||17,00|
|0200|0000814199|F TRIGO SARANDI|7896099000280||2|09|11010010|00|11||17,00|
|0200|0000897800|CALDO DE GALINHA|7894000000503||2|00|21041011|00|21||17,00|
|0200|000408|COCA COLA 350 ML|7894900010015||2|00|22029000||22||17,00|
|0200|000413|COCA COCA ZERO 350 ML|7894900700015||2|00|22029000||22||17,00|
|0200|000416|GUARANA ANT. 350 ML|7891991000826||2|00|22029000||22||17,00|
|0220|9|1,000000|
|0200|000421|SPRITE 350 ML|7894900060010||2|00|22029000||22||17,00|
|0200|000428|FANTA 350 ML|7894900030013||2|00|22029000||22||17,00|
|0200|001220|AG CRYSTAL C/GAS 500 ML|7894900531008||2|00|22021000||22||17,00|
|0200|001255|SCHWEPPES CITRUS 350 ML|7894900320015||2|00|22021000||22||17,00|
|0200|001486|TONICA ANTARCTICA 350 ML|7891991000840||2|00|22089000||22||17,00|
|0200|0118728|Refrigerador Porta Cega Normal,,,|||53|00|84184000||84||17,00|
|0200|033|SANGUE DI GIUDA DOC|||13|00|22042100||22||0,00|
|0200|06020073|VIN POR CICONIA ALENTEJO TTO 750ML|||2|00|22042100||22||17,00|
|0200|06070004|VIN CHI VENTISQUERO CLASICO CABERNET SAUVIGNON TTO 750ML|||2|00|22042100||22||17,00|
|0200|06070005|VIN CHI VENTISQUERO CLASICO CARMENERE TTO 750ML|||2|00|22042100||22||17,00|
|0200|06070007|VIN CHI VENTISQUERO CLASICO CHARDONNAY BCO 750ML|||2|00|22042100||22||17,00|
|0200|06070028|VIN CHI VENTISQUERO QUEULAT CASABLANCA SAUVIGNON BLANC BCO 750ML|||2|00|22042100||22||17,00|
|0200|06070033|VIN CHI VENTISQUERO RESERVA COLCHAGUA CABERNET SAUVIGNON TTO 750ML|||2|00|22042100||22||17,00|
|0200|06070040|VIN CHI VENTISQUERO RESERVA CASABLANCA SAUVIGNON BLANC BCO 750ML|||2|00|22042100||22||17,00|
|0200|06070053|VIN CHI RAMIRANA GRAN RESERVA MAIPO CARMENERE/SYRAH TTO 750ML|||2|00|22042100||22||17,00|
|0200|062|COCA COLA|||2|09|11111111||11||17,00|
|0200|0717000012|SORV SABOR CREME|0000000077859||39|09|21050090||21||17,00|
|0200|0740000002|POLPA DE FRUTA ACEROLA|7896744000429||2|09|20089900||20||17,00|
|0200|0740000021|POLPA DE FRUTA CAJA|||2|09|20089900||20||17,00|
|0200|0740000036|POLPA DE FRUTA GOIABA|7896744020366||2|09|20089900||20||17,00|
|0200|0740000047|POLPA DE FRUTA MANGA|7896744020472||2|09|20089900||20||17,00|
|0200|0740000048|POLPA DE FRUTA MANGABA|7896744020489||2|09|20089900||20||17,00|
|0200|0740000049|POLPA DE FRUTA MARACUJA|7896744000498||2|09|20089900||20||17,00|
|0200|0740000081|POLPA DE FRUTA TANGERINA|7896744020410||2|09|20089900||20||17,00|
|0200|1004|MOLHO OSTRA GRF505GR IMP|||2|09|21039021||21||17,00|
|0200|102695|Qj Coalho Mainha Kg|0000000016315||2|09|04069090||04||17,00|
|0220|22|1,000000|
|0200|10353|VODKA SMIRNOFF 998ML 10353|7893218000473||1|00|22086000||22||17,00|
|0200|109100|Leite Uht Total Int Regina 1 Lt|7896010401073||27|00|04012010||04||17,00|
|0200|109312|Espetinho Mad Churrasco Gina 100und|7896051030423||2|00|44219000||44||17,00|
|0200|109614|Cafe Em Po Classico Santa Clara 250g|7896224813082||2|09|09012100||09||17,00|
|0220|27|1,000000|
|0200|1099313|COCO RALADO SOCOCO 50G|7896004400020||2|00|08011110||08||17,00|
|0220|27|1,000000|
|0200|1099773|LEITE LIQ VALE DOURADO INTEGRAL 1L|7896085307010||2|00|04013010||04||17,00|
|0200|11005|Q PARM RALADO PAMPULHA 50G (1,5KG)|7896013301233||28|09|04062000||04||17,00|
|0200|11007|Q PARM RALADO PAMPULHA 100G (1,5KG)|7896013312345||28|09|04062000||04||17,00|
|0200|1101993|FETTUCCINE PETYBOM GRANO DURO 500G|7897721411498||2|00|19021900||19||17,00|
|0200|1104112|OLEO SOJA PRIMOR PET 900ML|7891080803673||2|00|15079011||15||17,00|
|0200|1111455|ALFACE ROXO MO|30000186||2|09|07051900||07||17,00|
